timestamp,memory_usage_bytes
0,921477120
1,972718080
2,972718080
3,972718080
4,1023741952
5,1023741952
6,1024131072
7,1024131072
8,1024131072
9,1024131072
10,1028071424
11,1081856000
12,1081856000
13,1030717440
14,1030717440
15,1030717440
16,1032806400
17,1082798080
18,1082798080
19,1082798080
20,1031757824
21,1031757824
22,1031757824
23,1083895808
24,1083895808
25,1083895808
26,1034678272
27,1034678272
28,1034678272
29,1034678272
30,1085816832
31,1085816832
32,1034678272
33,1034678272
34,1034678272
35,1034678272
36,1085718528
37,1085718528
38,1034678272
39,1034678272
40,1034678272
41,1034678272
42,1085788160
43,1085788160
44,1034678272
45,1034678272
46,1034678272
47,1034678272
48,1085812736
49,1085812736
50,1085812736
51,1085722624
52,1085722624
53,1444274176
54,1444274176
55,1444532224
56,1448509440
57,1464446976
58,940699648
59,940699648
60,940699648
61,940699648
62,940699648
63,940699648
64,940699648
65,940699648
66,944676864
67,944676864
68,944676864
69,944676864
70,944676864
71,944676864
72,944676864
